user_id,first_name,last_name,gender,date_of_birth,phone_number,infected,date_diagnosis
2220,Samuel,Woodie,male,1951-11-10,834.536.5102x281,no,
2221,Robert,Bush,male,1974-05-13,434-671-8377,no,
2222,Derek,Crivello,male,1967-05-04,(363)880-7215,no,
2223,Brian,Hurrington,male,1982-07-05,+1-422-882-3551x46745,no,
2224,Mark,Moneyhun,male,1944-12-06,3245155211,no,
2225,Dennis,Huffman,male,1987-11-03,001-831-057-5826x65775,no,
2226,Jack,Ress,male,1943-12-31,655-391-9799x5441,no,
2227,Aaron,Shiba,male,2013-03-24,(439)270-7766x4330,no,
2228,Ronnie,Leinweber,male,1974-07-25,+1-295-569-3847x2704,no,
2229,Noah,Perry,male,1948-01-16,001-343-635-4773x5154,no,
2230,Keith,Smith,male,2010-07-04,781-444-6245x6942,no,
2231,Edward,Robinson,male,2013-07-28,671.401.2374x83793,no,
2232,Joesph,Calliste,male,1953-10-08,197-624-1939x6624,no,
2233,Rickey,Platt,male,2007-12-01,900.858.9666x0867,no,
2234,Enrique,Wheat,male,1997-02-15,001-948-919-1835x43313,no,
2235,Curtis,Clark,male,1963-04-19,001-709-668-9156,no,
2236,Steven,Tisby,male,1949-08-15,(924)430-4471,no,
2237,Tyler,Demarco,male,1954-02-09,+1-619-160-7116,no,
2238,Brian,Chatten,male,2017-08-06,001-336-356-5573x138,no,
2239,Roy,Brown,male,1940-10-31,665.717.8338,no,
2240,Earl,Baker,male,1978-08-21,715.294.6358,no,
2241,Kirby,Dempsey,male,1968-08-11,487-251-2700x4638,no,
2242,John,Riblett,male,1967-08-29,220.162.3334x3876,no,
2243,Mark,Smith,male,1985-04-07,4170831168,no,
2244,David,Ladner,male,2000-03-31,414-266-1493,no,
2245,Richard,Havenhill,male,2011-06-23,112.719.6783x04728,no,
2246,Johnny,Crosby,male,2014-06-28,+1-252-962-8307,no,
2247,Grant,Burgess,male,1997-06-21,798.835.9326x154,no,
2248,Allen,Rodriguez,male,2015-05-03,+1-857-492-1200x4634,no,
2249,Chester,Levenhagen,male,1954-08-31,(979)969-7778x83040,no,
2250,Clyde,Almon,male,1986-10-30,898-843-9440,no,
2251,Theodore,Ransom,male,2003-07-09,177.941.9044x3058,yes,2020-08-18
2252,Eric,Darden,male,1999-10-16,698-278-6997,no,
2253,Frederick,Harris,male,2012-09-03,609-933-3650x4360,no,
2254,John,Morris,male,1954-03-31,(750)705-7074x3516,no,
2255,Albert,Brown,male,2009-08-22,+1-932-703-0857x644,no,
2256,Rueben,Thompson,male,1994-06-02,406.877.8522x01756,no,
2257,Jacob,Deanda,male,1969-01-28,346-765-6937x300,no,
2258,Rick,Hawkins,male,1947-06-17,(672)805-7014x87727,no,
2259,James,Walker,male,2004-11-02,485.405.7111x89717,no,
2260,James,Wilshire,male,1994-03-07,435-642-4352x526,no,
2261,Brock,Ruble,male,1997-02-01,685-820-5280x172,no,
2262,John,Morton,male,1960-02-17,5322293175,no,
2263,Thomas,Joshua,male,1952-09-23,869-786-9987,no,
2264,Harry,Reibert,male,1974-12-21,528-426-1849,no,
2265,Jeffery,Baumgardner,male,2008-03-06,(543)697-7957x742,no,
2266,Carey,Ransom,male,1970-01-26,+1-679-809-6383x70127,no,
2267,Martin,Galban,male,1988-06-18,373-368-4889x756,no,
2268,David,Timlin,male,1984-05-22,(385)535-9275,no,
2269,Leon,Shore,male,1959-10-13,(681)059-8530,no,
2270,Harry,Kyles,male,1964-05-31,+1-312-971-6654x7866,no,
2271,Steven,Kepley,male,1996-09-07,(147)637-5550,no,
2272,Brian,Wells,male,2007-04-22,+1-494-261-7743x911,no,
2273,Patrick,Gaither,male,1963-03-06,001-639-804-0441x4765,no,
2274,Herbert,Rivera,male,1976-02-17,321-919-4795x02684,no,
2275,Howard,Moses,male,2016-12-13,(027)208-7839,no,
2276,Richard,Lawrence,male,1999-06-21,537-597-6189,no,
2277,Ray,Gusman,male,1969-05-17,929-986-8336,no,
2278,Francis,Cowman,male,1991-08-13,207.334.5639x87981,no,
2279,Shawn,Johnson,male,1976-02-09,6946524801,no,
2280,Phillip,Goldstein,male,1994-07-07,2956111169,yes,2020-08-13
2281,Jason,Schexnayder,male,1962-03-18,(513)011-2122x316,no,
2282,Wallace,Yim,male,1979-09-23,2072605827,no,
2283,Michael,Loy,male,2016-10-25,001-319-073-7888x6459,no,
2284,Danny,Jenkins,male,1981-12-08,254-113-5275,no,
2285,Jerry,Kelly,male,1982-09-22,587-827-3117,no,
2286,Frederick,Echols,male,1968-08-02,+1-990-857-7070x3680,no,
2287,Fernando,Trimble,male,1985-09-11,(716)257-0864,no,
2288,Antonio,Middleton,male,1986-07-16,+1-978-105-5098x82053,no,
2289,Frank,Loving,male,1976-09-08,(609)353-7918x3060,no,
2290,Tyree,James,male,1986-04-01,+1-650-646-5562x694,no,
2291,James,Palmer,male,2019-12-26,4998396042,no,
2292,Shannon,Logue,male,1964-11-11,+1-499-152-5243x51235,no,
2293,Randall,Witter,male,2002-04-27,(253)450-4406x143,no,
2294,Samuel,Lusk,male,1976-11-02,+1-339-588-0016x0290,no,
2295,James,Thompson,male,1993-01-26,(592)273-7284x1479,no,
2296,Victor,Diaz,male,1980-11-11,(679)655-0218x6119,no,
2297,Gary,Tomko,male,1997-12-23,4169975840,no,
2298,Willie,Colvard,male,1989-08-28,357.494.0677x6834,no,
2299,Dean,Simila,male,1980-05-18,6967519291,no,
2300,Armand,Simoneavd,male,1972-02-05,001-355-663-3978x11837,no,
2301,Roger,Shippy,male,2008-05-09,(959)347-9384x795,no,
2302,Jack,Nogle,male,1977-12-06,001-189-153-5912x6269,no,
2303,Walter,Smith,male,2015-07-25,403-646-7405x6939,no,
2304,Melvin,Giles,male,1997-07-24,180-682-1860,no,
2305,Calvin,Martinez,male,1989-05-11,632.562.4478x63235,no,
2306,Jeremy,Dunne,male,1965-10-01,3979521078,no,
2307,Jason,Wilder,male,2015-02-16,647.892.6250x4368,no,
2308,Christopher,Gutierrez,male,2003-04-10,(060)191-3115,no,
2309,Stephan,Jagow,male,2001-08-17,(900)747-1278,no,
2310,Robert,Declue,male,1958-07-25,001-272-364-2177x34964,no,
2311,Nathan,Harrison,male,2007-07-27,(227)604-1702x829,no,
2312,George,Combs,male,1941-01-20,(509)595-9000x925,no,
2313,Terrance,Enger,male,1997-07-25,001-812-893-4230x6136,no,
2314,Scott,Pinto,male,2003-02-15,2500395067,no,
2315,Richard,Windham,male,1963-04-14,104.704.9284x37540,no,
2316,Booker,Morrison,male,1987-12-17,899.369.9245,no,
2317,Henry,Lheureux,male,2008-02-19,+1-533-846-0120x0487,no,
2318,Andrew,Liscomb,male,1993-04-09,+1-181-577-5110x7978,no,
2319,Andrew,Traxler,male,1980-10-04,893-450-2351,yes,2020-08-25
2320,Owen,Wyatt,male,2003-08-31,137.262.8406x43283,no,
2321,Bruce,Hampton,male,1953-09-21,292.294.6212,no,
2322,Max,Maxwell,male,2012-10-27,251.553.1309,no,
2323,Brad,Heyes,male,1978-06-08,428-678-6152x0357,no,
2324,Michael,Kirchner,male,1993-05-02,+1-342-300-3599,yes,2020-08-05
2325,William,Cook,male,1953-09-25,001-658-951-8328x41496,no,
2326,Roger,Fuller,male,2014-02-09,(427)410-0539x098,no,
2327,James,Smith,male,1984-07-18,+1-797-349-6534x96305,no,
2328,Melvin,Hasting,male,1987-04-17,+1-581-858-7139x98247,no,
2329,Roy,Randall,male,1965-08-01,922-918-1565x6879,no,
2330,John,Deer,male,1977-11-13,785.774.1384x76615,no,
2331,Duane,Bathke,male,1947-01-11,(822)190-9827,no,
2332,Timothy,Smith,male,1948-12-15,815-200-7223x595,no,
2333,James,Henderson,male,2013-11-26,454.397.7839,no,
2334,Luis,Richardson,male,2012-10-16,(566)945-4249,yes,2020-08-22
2335,Lawrence,Jackson,male,1957-05-21,(415)562-2744,no,
2336,Casey,Lee,male,2002-02-28,697-140-8482x2633,no,
2337,Stuart,Say,male,1940-07-18,555.457.9894,no,
2338,William,King,male,1987-08-17,263-536-2845x05189,no,
2339,Philip,Sin,male,1973-03-05,(258)702-1303x789,no,
2340,Richard,Holmes,male,1983-09-16,001-200-776-1870x814,no,
2341,Byron,Jones,male,1955-05-24,(640)544-0999x631,no,
2342,Frank,Bolanos,male,2000-04-21,(032)406-6387x2836,no,
2343,Michael,Castaneda,male,1979-05-20,+1-809-934-7470x5116,no,
2344,Richard,Holmes,male,1952-03-21,(761)587-1251x33158,no,
2345,James,Martinez,male,2005-06-16,001-456-654-4747x9926,no,
2346,John,Powers,male,1967-05-21,983-769-2491,no,
2347,Anthony,Tousignant,male,1976-01-25,+1-871-027-1480x010,no,
2348,James,Reither,male,2007-03-07,640.529.5555x1476,no,
2349,Harry,Sweat,male,1997-09-01,204.607.0080,no,
2350,Shawn,Graeser,male,1979-11-21,(859)567-5716x62572,no,
2351,William,Miller,male,1940-01-25,+1-801-122-5873x643,no,
2352,Ronald,Tudor,male,2016-03-30,+1-250-495-2395x83031,no,
2353,James,Evans,male,2017-07-14,001-200-543-6410x9316,no,
2354,Thomas,Williams,male,2016-09-24,632.596.0449,no,
2355,Michael,Hughes,male,1991-02-24,001-596-508-1857x01043,no,
2356,James,Howell,male,2003-06-09,274.572.9155,no,
2357,Jesus,Doyle,male,1955-04-23,268-534-1818,no,
2358,David,Foucault,male,1985-07-23,063-898-9991x48645,no,
2359,James,Bryant,male,2004-12-08,6227437637,yes,2020-08-05
2360,Linwood,Wightman,male,1960-02-01,001-789-993-3383,no,
2361,Harold,Riley,male,1956-11-06,001-833-205-8397x05998,no,
2362,Brad,Council,male,2019-08-23,029.543.9320,no,
2363,Daniel,Green,male,1946-06-25,(699)931-0997,no,
2364,James,Hernandez,male,1965-01-13,001-333-373-1562x95450,no,
2365,Luke,Carter,male,2012-11-13,+1-232-096-2239x86982,no,
2366,Edward,Perry,male,2019-03-03,122-055-8770x644,no,
2367,Leroy,Pratt,male,1974-07-01,+1-862-612-9540,no,
2368,Bradford,Gonzalez,male,2000-01-13,(118)758-5089,no,
2369,Brett,Jimenez,male,1984-03-24,001-651-430-2093x09417,no,
2370,Joseph,Johnson,male,2017-12-22,001-740-804-0623x2099,no,
2371,Jerry,Reynolds,male,1943-01-13,246.621.9558x6126,no,
2372,Terry,Byler,male,2006-02-02,940.368.6611,no,
2373,Doug,Villarreal,male,2019-05-19,001-198-974-9322x1018,no,
2374,William,Ellis,male,1984-02-02,211.993.7584x4674,no,
2375,Jeremy,Mason,male,1992-04-13,001-796-729-5533x260,no,
2376,Thomas,Ellis,male,1957-05-16,(794)202-9897,no,
2377,Dylan,Catalano,male,2019-07-08,+1-576-839-5372x21314,no,
2378,Christopher,Neill,male,1947-02-26,616.879.3521,no,
2379,Kenneth,Knoerzer,male,1954-01-25,001-204-559-3958x7354,no,
2380,Jonathan,Aldrich,male,1968-09-21,+1-191-237-4872x978,no,
2381,Lonnie,Rennie,male,2003-05-27,809.888.6494,no,
2382,Ralph,Clark,male,1950-08-12,524.805.3830x6555,no,
2383,Henry,Taylor,male,1963-02-17,933.968.2947,no,
2384,Booker,Harrill,male,2018-01-10,264-926-2713,yes,2020-08-20
2385,Charles,Leonard,male,1959-03-30,001-745-914-0728x1185,yes,2020-08-22
2386,Arthur,Thomas,male,1991-04-27,0758754738,no,
2387,Andrew,Winchester,male,1954-03-06,747-812-2407x29082,yes,2020-08-16
2388,Byron,Cagle,male,2012-07-03,001-696-451-8119x7055,no,
2389,Randall,Goodsite,male,1978-01-24,746.332.3517,yes,2020-08-11
2390,Reginald,Myers,male,1984-06-10,5389870575,no,
2391,Norris,Rosado,male,2018-08-01,674-633-3113,no,
2392,Philip,Faiella,male,1983-05-15,001-959-041-3072x1959,no,
2393,Dexter,Dillow,male,1997-09-16,594.003.2958x364,no,
2394,George,Guajardo,male,2014-07-15,001-446-179-2147x3279,no,
2395,Douglas,Garland,male,1951-02-27,001-885-702-8925x1229,no,
2396,Robert,Quinones,male,1982-02-02,001-622-357-5737,no,
2397,Troy,Seely,male,1985-03-06,001-251-141-6086x334,no,
2398,Brian,Mapston,male,1964-11-08,552-688-8497,no,
2399,Walter,Freeman,male,1974-03-12,9597698463,no,
2400,Brian,Reeder,male,2010-01-21,501-871-7204,no,
2401,Albert,Cheslock,male,1987-07-15,+1-808-316-8084x393,no,
2402,Wendell,Kendig,male,2016-07-21,001-554-654-6836x33547,no,
2403,Bert,Blackwell,male,2007-12-10,001-356-980-0117x3772,no,
2404,Edward,Polland,male,1940-11-14,088-666-8797,no,
2405,Juan,Thompson,male,1942-07-28,7351047990,no,
2406,Edward,Parrish,male,2015-07-29,+1-353-052-5424,no,
2407,Darwin,Allmand,male,1976-11-01,001-203-500-2338,no,
2408,Michael,Moreland,male,2015-05-05,765-967-3456x5528,no,
2409,Terry,Carver,male,1998-08-31,4037317886,no,
2410,Stanley,Parker,male,1991-10-17,(896)169-9058,no,
2411,Brian,Matheson,male,1972-11-12,001-354-170-1179,no,
2412,Brian,Brewton,male,1999-04-24,178.393.6420x3494,no,
2413,James,Chaves,male,1979-03-20,001-727-217-1701,no,
2414,Carl,Gault,male,1959-02-05,156.856.3273,no,
2415,Thomas,Proulx,male,1996-07-12,(595)951-7595,no,
2416,Gordon,Sears,male,1942-06-24,+1-968-387-6546x27618,no,
2417,Carl,Malcolm,male,1951-10-24,474-736-6024x769,yes,2020-08-11
2418,Jeffrey,Graham,male,2011-07-23,+1-711-635-5036,no,
2419,Walter,Ricker,male,2008-06-29,+1-036-698-7361x1852,no,
2420,Chad,Tinkle,male,1953-10-12,+1-484-269-2194x01229,no,
2421,Robert,Wright,male,1994-08-17,(490)278-6213x5146,no,
2422,Archie,Trahan,male,1949-02-19,(448)595-8079,no,
2423,Mario,Graves,male,1974-04-05,(574)299-1174x03353,no,
2424,James,Thomas,male,1984-12-09,(812)634-6908x971,no,
2425,Brian,Baron,male,1984-09-15,7646494526,no,
2426,Patrick,Trager,male,1973-02-08,503-237-8921x8461,no,
2427,Alton,Brown,male,2005-03-08,081.653.9993x55335,no,
2428,Henry,Sumbry,male,1989-12-19,111.414.9761x7265,no,
2429,Anton,Dube,male,1946-08-22,(722)094-8372,no,
2430,Ronald,Weddle,male,2012-05-21,001-129-455-7211x2735,no,
2431,Jeffery,Peralta,male,2013-08-09,725.080.2027x648,no,
2432,Marvin,Duncan,male,2014-09-05,(904)403-6794x9426,no,
2433,Ronald,Gallagher,male,1968-01-04,(945)926-0144x3082,yes,2020-08-28
2434,David,Harrington,male,1975-09-03,1450888241,no,
2435,Merlin,Williams,male,1989-04-09,(590)079-8130,no,
2436,Joshua,Mackie,male,1968-04-24,952-102-1406x78735,no,
2437,Roberto,Simons,male,2016-01-30,001-901-869-4375x35093,no,
2438,William,Vanoy,male,2003-04-25,347.508.8421x9980,no,
2439,Leroy,Chary,male,2007-12-17,252.753.6450x158,no,
2440,Richard,Richmond,male,1952-11-28,828.183.5361x837,no,
2441,Clayton,Field,male,1957-08-08,832.623.9371x9462,no,
2442,Frederick,Cornell,male,1957-07-15,4692789433,no,
2443,Leonard,Born,male,1993-04-24,+1-421-527-6536x367,no,
2444,Steven,Earnest,male,1945-02-17,(504)857-7530x643,no,
2445,Robert,Bliler,male,1982-11-26,863-012-4868x932,no,
2446,Jason,Salinas,male,1941-10-23,386.636.3101x73472,no,
2447,Morris,Glover,male,1984-08-05,001-592-867-2062x44641,yes,2020-08-17
2448,Gavin,Housman,male,2000-09-11,+1-732-189-9331x4024,no,
2449,Gerald,Lamb,male,1993-06-14,1433460996,no,
2450,Robert,Urrutia,male,2019-12-30,(013)865-0434x809,no,
2451,Christopher,Tracy,male,1941-05-28,001-840-837-3563x9212,no,
2452,Brian,Nievas,male,2006-07-31,992.975.4584,no,
2453,William,Lugo,male,1995-07-25,+1-924-702-9673x209,no,
2454,Clayton,Kelly,male,1940-03-21,+1-108-614-9798,no,
2455,Elliot,Collelo,male,1992-09-16,4487373842,no,
2456,James,Hosie,male,1981-10-27,196.101.7484x577,no,
2457,Dennis,Cochran,male,2005-01-29,075-517-6602,no,
2458,Joseph,Ward,male,1942-12-29,157.975.5445,no,
2459,Robert,Kelley,male,2004-04-14,059-121-1170,no,
2460,Jerry,Gonzalez,male,2018-10-01,7271921180,no,
2461,Howard,Reed,male,1978-12-21,304.523.1334x067,no,
2462,John,Mcdonald,male,1969-09-25,(307)716-6059x35606,no,
2463,Robert,Mayton,male,1999-02-01,191.495.2166x6619,no,
2464,David,Parenteau,male,1961-02-28,+1-877-655-5610x651,no,
2465,Leo,Coleman,male,1965-04-17,119-743-2803,no,
2466,Christopher,Grimm,male,1994-06-22,001-800-067-5489,no,
2467,Joshua,Calvert,male,1972-08-16,156.557.4572x149,no,
2468,William,Chaney,male,1948-02-03,+1-637-115-2790,yes,2020-08-20
2469,Raymond,Harrel,male,2001-11-25,(548)782-4074,no,
2470,Wayne,Dowling,male,1944-07-10,608.137.7191x97588,no,
2471,James,Connelly,male,1982-05-28,(397)075-5824x746,no,
2472,Wesley,Hardy,male,1986-11-15,001-128-031-3388,no,
2473,Matthew,Gonzales,male,1963-04-04,+1-630-656-3236x971,no,
2474,Kenneth,Burgos,male,1977-06-12,(528)841-6006x49413,no,
2475,Robert,Carew,male,1987-05-05,001-395-600-2107x0860,no,
2476,Steve,Hoyle,male,1967-05-03,7307056196,no,
2477,Clarence,Helms,male,1962-02-25,001-539-961-8992x23506,no,
2478,Christopher,Jensen,male,1987-01-20,(605)126-8098x1666,no,
2479,James,Hart,male,1987-10-04,5320904819,no,
2480,Wilbur,Wright,male,1989-03-14,+1-107-087-9276,no,
2481,Floyd,Page,male,1971-01-24,+1-423-914-4813,no,
2482,Pete,Kennon,male,1961-03-02,+1-557-531-8352x56350,no,
2483,Anthony,Hansen,male,1953-06-04,940.816.1356x942,no,
2484,Jerry,Orth,male,1996-01-11,242.739.1123x87213,no,
2485,Steven,Weeks,male,1946-08-18,592-782-9844,no,
2486,Willie,Jimenez,male,2017-01-30,+1-960-115-2929x901,no,
2487,Tom,Barnett,male,2015-06-02,001-530-965-1790x398,no,
2488,Thomas,Carrier,male,2004-06-29,001-050-842-0193x788,no,
2489,Brian,Kucera,male,1989-06-16,877-067-9256x53192,no,
2490,Keith,Clark,male,1962-02-09,077-652-7853x17349,no,
2491,Donald,Charles,male,1948-07-17,6248601757,no,
2492,Scott,Baker,male,1952-06-21,404.123.9795,yes,2020-08-13
2493,Eugene,Stice,male,1980-08-27,(753)993-6210x40462,no,
2494,Jeffrey,Mata,male,2002-09-09,993.331.5289,yes,2020-08-14
2495,Thomas,Vincent,male,1980-04-12,+1-456-708-5406x456,no,
2496,Thomas,Rozmus,male,1961-05-20,487-989-6763,no,
2497,Leo,Ramos,male,1965-06-18,(576)242-8660,no,
2498,Johnny,Bratton,male,1968-08-23,+1-121-798-3334x4357,no,
2499,Reginald,Sharrer,male,2003-12-11,(878)731-7085x742,no,
2500,Jeffrey,Thompson,male,1965-06-25,001-498-490-0162x19822,no,
2501,Lester,Bullis,male,1946-09-07,5241057046,no,
2502,Thomas,Lenderman,male,1963-09-17,(830)901-4426x80977,no,
2503,Clyde,Marsh,male,2017-05-21,6006191760,no,
2504,Eric,Davenport,male,1940-02-24,+1-280-715-6260x586,no,
2505,Roger,Watkins,male,1955-12-10,001-504-603-3232x1527,no,
2506,Randy,Polycarpe,male,1972-01-02,816-949-7099x60153,no,
2507,Joshua,Dwaileebe,male,1975-06-11,+1-974-188-5023x75072,no,
2508,Martin,Serrell,male,2001-10-06,001-280-622-8711x27422,no,
2509,Samuel,Clements,male,1963-07-16,+1-039-951-8754x149,no,
2510,Chris,Sweitzer,male,2004-06-05,+1-467-901-4330x35472,no,
2511,Joshua,Cox,male,1985-10-28,472.246.6337x8385,no,
2512,Darrel,Stubbs,male,1985-07-29,6665852560,no,
2513,Eric,Buck,male,2018-06-18,128-042-0712x1560,no,
2514,Peter,Williams,male,1984-03-10,001-460-270-5050x594,no,
2515,James,Sheehan,male,1999-10-02,001-410-105-0815x7565,no,
2516,Leo,Borrow,male,1984-08-05,101-064-8370,no,
2517,Joseph,Moore,male,2018-07-24,891-672-1582x148,no,
2518,Melvin,Forbes,male,1964-10-29,842-568-7755x92751,no,
2519,Herman,Thomas,male,2015-03-22,637.606.0841x884,no,
2520,Marc,Cameron,male,1958-07-16,798.640.4355,no,
2521,Richard,Moss,male,1944-05-24,841-476-8031x556,no,
2522,Harold,Barfield,male,2010-01-28,6307311607,yes,2020-08-13
2523,James,Brown,male,1986-05-02,(559)794-7304x9976,no,
2524,Brian,Stephenson,male,2015-10-27,001-699-786-4752x45025,no,
2525,Joaquin,Botta,male,2000-03-24,001-089-661-4336x9712,no,
2526,George,Gaddis,male,2001-12-29,001-771-757-8268x85155,no,
2527,Peter,Gough,male,2018-10-03,001-523-097-1668x43790,no,
2528,Antonio,Martinez,male,1983-08-27,7740911115,no,
2529,Jeffery,Horton,male,1955-08-22,5452796145,no,
2530,Richard,Pike,male,1947-01-16,343.758.0237x566,no,
2531,Frank,Woods,male,1998-07-25,001-063-689-3711x59290,no,
2532,Lee,Murphy,male,1963-04-17,(673)332-3545,no,
2533,James,Downs,male,1986-06-26,(565)821-8058,no,
2534,David,Grafton,male,1980-01-18,001-865-485-8440x205,no,
2535,Joseph,Thompson,male,2013-04-17,+1-157-377-4791x7020,no,
2536,Patrick,Mason,male,1966-10-13,(840)308-5027,no,
2537,Keith,Johnson,male,1942-10-28,298-364-3263x3666,no,
2538,Darren,Sliter,male,1977-11-17,+1-763-295-4141x7397,no,
2539,James,Bergeron,male,1956-08-09,001-821-908-5071x110,no,
2540,Sammie,Grissom,male,1993-06-07,+1-258-174-3758x9433,no,
2541,Rafael,Brown,male,1988-02-16,675-012-0671x398,no,
2542,Lester,Cunningham,male,2012-10-12,726.200.0836,no,
2543,Daniel,Walker,male,1995-04-15,+1-913-226-7965x8073,no,
2544,Orlando,Alli,male,2009-01-20,(410)080-5243x48297,no,
2545,Roy,Gillen,male,1971-03-28,900.746.1323x779,no,
2546,Jeffrey,Mistretta,male,1947-03-28,418-393-2438,no,
2547,Bobby,Westendorf,male,1941-04-25,873.729.3428x605,no,
2548,Fred,Ginder,male,2011-04-25,348.731.9626x969,no,
2549,Joshua,Guerrero,male,1995-06-03,2182366491,no,
2550,Louis,Frasure,male,2016-05-19,(495)518-8664x7143,no,
2551,Matthew,Martinez,male,2018-07-08,+1-697-248-0775,no,
2552,Robert,Closson,male,1947-06-14,686.186.0457x5334,no,
2553,John,Robinson,male,1953-08-08,+1-914-782-1885,no,
2554,Carlos,Harrison,male,1987-05-18,(888)678-7729x09707,no,
2555,Jason,Daniel,male,2011-09-30,085-754-0949,no,
2556,Jimmy,Pickert,male,1958-06-18,645-632-5826,no,
2557,Arnold,Rojas,male,2005-04-25,(214)866-9942,no,
2558,George,Pixler,male,1964-07-08,236.435.0612x9450,no,
2559,Robert,Drayton,male,1951-06-01,(762)995-4988,no,
2560,Harry,Jones,male,1993-09-21,585.216.8919x9581,no,
2561,Timothy,Wilson,male,1981-07-16,2341077579,no,
2562,Phillip,Brown,male,1982-05-08,240.898.5535x93494,no,
2563,Gregory,Baldwin,male,1996-04-26,001-060-761-4388,no,
2564,Mark,Brown,male,2009-03-20,+1-769-235-5741x86889,no,
2565,John,Davis,male,1987-11-23,535-281-1732x47840,no,
2566,Edward,Ross,male,1946-07-07,059-322-0387x51080,yes,2020-08-01
2567,Peter,Newsom,male,2018-03-28,450-317-3386,no,
2568,Justin,Scott,male,1965-03-20,(025)212-5620,no,
2569,Scott,Mcardle,male,1952-11-21,+1-116-336-0209x8341,no,
2570,Donald,Winnie,male,1962-11-10,072-934-6268x384,no,
2571,Perry,Lindstrom,male,1954-10-03,068.194.3153,no,
2572,Jonathan,James,male,1955-10-23,752-080-1338x28930,no,
2573,William,Bowman,male,2001-03-21,6536582385,no,
2574,Alan,Golan,male,1960-08-05,(306)164-1131x4872,no,
2575,Ronald,Schmitz,male,1997-05-10,001-344-547-0006,no,
2576,Robert,Alexander,male,1985-03-30,001-989-733-2630x539,no,
2577,Manuel,Brooks,male,1998-04-21,(795)632-7980x7554,no,
2578,Wayne,Dickson,male,1990-10-30,+1-580-286-4189,no,
2579,Greg,Llanas,male,1987-03-04,001-084-063-5542x56588,no,
2580,Carl,Mccord,male,1956-04-01,+1-275-597-5211x6110,no,
2581,Ralph,Elkins,male,1996-11-18,+1-622-027-1167,no,
2582,Gregory,Thompson,male,1994-04-21,+1-858-198-7029,no,
2583,Andrew,Ramos,male,1993-06-28,+1-013-953-3938,no,
2584,Antonio,Hester,male,1970-03-02,001-716-523-3724x7647,no,
2585,Deangelo,Seifert,male,1955-02-19,200.531.1219x2736,no,
2586,Ed,Kanter,male,1996-07-26,9511296164,no,
2587,Robert,Shirk,male,1951-05-25,481-846-0430x88113,no,
2588,Allen,Heilig,male,1953-12-26,4312606133,no,
2589,Jay,Bowie,male,1947-06-14,1732375675,no,
2590,William,Willis,male,2003-07-14,054.533.1574,no,
2591,Robert,Lantz,male,2000-08-06,+1-437-306-2566x444,no,
2592,Michael,Mendoza,male,1997-01-06,001-587-100-3068,yes,2020-08-26
2593,William,Nguyen,male,1966-06-15,180.108.2130,yes,2020-08-21
2594,Roy,Gonzales,male,1953-03-11,311.359.6717x27722,no,
2595,Clarence,Gard,male,1987-08-01,983-142-2892x8977,no,
2596,Willie,Miller,male,1986-03-16,+1-763-184-6564x756,no,
2597,John,Davis,male,1996-09-26,001-513-943-5744x08280,no,
2598,Paul,Amundson,male,1981-01-14,347-925-8891x574,no,
2599,Gary,Ohagan,male,1947-02-24,(980)437-7495x6838,no,
2600,James,Comans,male,2012-06-06,097-518-7569,no,
2601,Jerry,Fietek,male,2001-10-28,001-141-147-3958x11368,no,
2602,Douglas,Lindsey,male,1978-01-22,(606)924-0838,no,
2603,Paul,Gordon,male,1952-04-07,+1-650-177-0578,no,
2604,Bobby,Deharo,male,1941-08-01,895.518.4043,yes,2020-08-17
2605,John,Davis,male,1959-07-26,531-936-1417x2399,no,
2606,George,Albert,male,1991-08-20,396-525-0698x435,no,
2607,Donald,Morse,male,1978-12-05,+1-776-536-6433x617,no,
2608,Tim,Davis,male,1949-06-29,001-157-224-2224x54531,no,
2609,John,Peavy,male,1974-09-28,131-076-3453x572,no,
2610,David,Bart,male,1960-03-09,(537)966-9289x51773,no,
2611,Alfred,Moseley,male,1983-01-01,+1-766-827-6881x638,no,
2612,James,Mathews,male,1952-04-22,(602)002-1223x7913,no,
2613,Federico,Kemp,male,1972-08-01,571.770.4907,no,
2614,Christopher,Thompson,male,2010-03-28,652-899-0620,no,
2615,Edmond,Licudine,male,2011-02-16,001-622-720-4476x291,no,
2616,Russell,Fernandez,male,1968-05-16,282-778-5161x783,no,
2617,Melvin,Bucher,male,1956-11-29,(899)282-8779,no,
2618,Frank,Johnson,male,1943-12-26,(180)000-4494,no,
2619,Michael,Abston,male,1975-01-12,(178)530-1958,no,
2620,Timothy,Sampson,male,1969-04-27,741-863-3136x17474,no,
2621,George,Losh,male,1962-11-23,001-734-172-4420x8641,no,
2622,David,Mauk,male,1999-05-02,2215724342,yes,2020-08-08
2623,Michael,Nagle,male,1985-07-28,552-510-7627x5228,no,
2624,Christopher,Parrish,male,1980-12-11,895.970.1427x525,no,
2625,Jordan,Sanders,male,1955-10-18,210.923.4821x359,no,
2626,Claude,Maddox,male,1946-07-25,+1-537-241-1582x8123,no,
2627,Lyle,Frazer,male,1944-01-29,0667113803,no,
2628,Claude,Coleson,male,2019-05-18,+1-380-605-1028x424,no,
2629,Scot,Ryan,male,1960-07-29,+1-351-031-5197x250,no,
2630,Carroll,Conner,male,1976-12-20,001-329-715-2894x6857,no,
